Open time,Open,High,Low,Close,Volume
1735776000000,3360.39000000,3509.99000000,3354.50000000,3455.67000000,338632.88740000
1735862400000,3455.68000000,3630.00000000,3423.44000000,3609.01000000,334041.06040000
1735948800000,3609.00000000,3671.60000000,3572.42000000,3656.88000000,229266.31330000
1736035200000,3656.88000000,3675.25000000,3593.70000000,3635.99000000,155444.17410000
1736121600000,3636.00000000,3744.83000000,3610.63000000,3687.45000000,329642.36480000
1736208000000,3687.44000000,3700.86000000,3356.31000000,3381.31000000,541543.28740000
1736294400000,3381.31000000,3415.10000000,3208.20000000,3327.29000000,584749.96270000
1736380800000,3327.29000000,3357.27000000,3158.00000000,3219.20000000,501818.42470000
1736467200000,3219.20000000,3322.49000000,3193.97000000,3267.04000000,454142.13330000
1736553600000,3267.05000000,3320.18000000,3217.56000000,3282.83000000,151679.74870000
1736640000000,3282.83000000,3300.00000000,3224.49000000,3267.30000000,164879.97090000
1736726400000,3267.30000000,3339.00000000,2920.00000000,3137.51000000,845907.56690000
1736812800000,3137.51000000,3256.67000000,3125.65000000,3225.63000000,374308.45170000
1736899200000,3225.63000000,3473.75000000,3186.36000000,3451.52000000,464188.03400000
1736985600000,3451.51000000,3460.79000000,3265.44000000,3308.05000000,471282.67870000
1737072000000,3308.04000000,3525.72000000,3307.50000000,3473.63000000,518550.18130000
1737158400000,3473.64000000,3494.39000000,3227.00000000,3307.71000000,634197.12810000
1737244800000,3307.71000000,3448.99000000,3130.48000000,3215.12000000,1342301.52170000
1737331200000,3215.20000000,3453.69000000,3142.78000000,3284.00000000,1158354.78140000
1737417600000,3283.99000000,3368.00000000,3204.60000000,3327.54000000,548706.05130000
1737504000000,3327.55000000,3365.99000000,3222.85000000,3242.60000000,349240.74980000
1737590400000,3242.61000000,3347.97000000,3185.00000000,3338.21000000,605592.72250000
1737676800000,3338.22000000,3428.00000000,3275.90000000,3310.09000000,451524.27520000
1737763200000,3310.10000000,3350.68000000,3268.66000000,3318.77000000,208559.04150000
1737849600000,3318.76000000,3362.00000000,3230.00000000,3232.61000000,272165.46900000
1737936000000,3232.61000000,3253.91000000,3020.01000000,3182.44000000,753004.75290000
1738022400000,3182.44000000,3223.01000000,3040.03000000,3077.72000000,350959.71730000
1738108800000,3077.72000000,3182.52000000,3054.06000000,3113.90000000,409737.25760000
1738195200000,3113.90000000,3283.43000000,3091.06000000,3247.39000000,350639.48230000
1738281600000,3247.38000000,3437.31000000,3213.80000000,3300.99000000,648681.65610000
1738368000000,3300.99000000,3331.98000000,3101.70000000,3117.54000000,354065.25250000
1738454400000,3117.54000000,3163.20000000,2750.71000000,2869.68000000,1050805.93000000
1738540800000,2869.68000000,2921.00000000,2125.01000000,2879.90000000,2807979.02100000
1738627200000,2879.89000000,2888.50000000,2632.60000000,2731.19000000,1259594.39190000
1738713600000,2731.19000000,2826.95000000,2699.13000000,2788.25000000,686593.04290000
1738800000000,2788.25000000,2857.64000000,2655.28000000,2686.64000000,719459.95710000
1738886400000,2686.63000000,2797.50000000,2562.51000000,2622.10000000,695467.36120000
1738972800000,2622.11000000,2667.30000000,2588.80000000,2632.46000000,379685.15090000
1739059200000,2632.46000000,2698.90000000,2520.02000000,2627.18000000,387166.79110000
1739145600000,2627.18000000,2693.79000000,2559.85000000,2661.19000000,398173.27160000
1739232000000,2661.19000000,2725.04000000,2558.24000000,2602.59000000,484196.14350000
1739318400000,2602.59000000,2795.45000000,2546.92000000,2738.27000000,646295.89590000
1739404800000,2738.27000000,2757.28000000,2612.76000000,2675.87000000,443769.28530000
1739491200000,2675.87000000,2791.78000000,2664.46000000,2725.95000000,419895.78620000
1739577600000,2725.95000000,2739.00000000,2662.28000000,2693.04000000,202971.42950000
1739664000000,2693.04000000,2727.31000000,2651.26000000,2661.41000000,191231.53140000
